team,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,BOS,2022020265,BOS,PHI,HOME,20221117,Team Level,5on5,0.555,0.5455,0.5077,2818.0,24.916,2.251,1.672,5.501,0.729,12.794,10.053,2.238,2.214,2.201,22.0,11.0,15.0,48.0,2.0,0.0,0.0,7.0,1.0,10.0,13.0,20.0,31.0,4.0,8.0,20.0,19.0,6.0,10.0,22.0,10.0,1.0,0.551,1.407,0.293,0.0,2.0,0.0,48.488,33.0,33.153,6.0,0.351,0.0,0.0,2.602,2.559,2.544,23.72,1.805,1.619,5.362,0.747,12.566,9.9,1.777,1.838,1.808,21.0,11.0,8.0,40.0,0.0,1.0,0.0,10.0,1.0,9.0,11.0,21.0,32.0,3.0,6.0,24.0,25.0,2.0,5.0,23.0,9.0,0.0,0.537,1.268,0.0,0.0,0.0,0.0,39.508,32.0,31.807,4.0,0.337,0.183,0.183,1.959,1.989,1.98
BOS,BOS,2022020265,BOS,PHI,HOME,20221117,Team Level,4on5,0.2953,0.5,0.3333,366.0,0.646,0.158,0.045,0.082,0.029,0.245,0.441,0.158,0.158,0.158,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.01,0.0,0.0,0.168,0.168,0.168,1.581,0.377,0.111,0.302,0.045,0.75,0.415,0.337,0.377,0.337,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.026,0.0,0.35,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.037,0.0,0.0,0.413,0.413,0.372
BOS,BOS,2022020265,BOS,PHI,HOME,20221117,Team Level,5on4,0.8571,0.9474,0.9375,395.0,11.361,1.872,0.964,2.559,0.443,6.154,3.007,1.622,1.872,1.622,9.0,6.0,3.0,18.0,2.0,2.0,0.0,3.0,1.0,6.0,1.0,7.0,13.0,0.0,0.0,6.0,1.0,0.0,4.0,8.0,4.0,3.0,0.375,0.541,0.956,0.0,1.0,1.0,18.0,15.0,15.0,0.0,0.24,0.702,0.702,1.41,1.41,1.272,0.923,0.312,0.079,0.08,0.028,0.194,0.306,0.312,0.312,0.312,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.312,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.017,0.0,0.0,0.329,0.329,0.329
BOS,BOS,2022020277,BOS,CHI,HOME,20221119,Team Level,other,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,BOS,2022020277,BOS,CHI,HOME,20221119,Team Level,all,0.7536,0.6887,0.7326,3600.0,46.292,4.812,3.659,10.168,1.398,25.22,17.745,4.521,4.838,4.546,43.0,20.0,10.0,73.0,6.0,5.0,0.0,10.0,2.0,19.0,21.0,37.0,57.0,3.0,6.0,20.0,16.0,10.0,10.0,40.0,19.0,4.0,1.314,2.398,1.099,3.0,3.0,0.0,76.67,63.0,65.103,1.0,0.781,1.007,1.007,4.586,4.611,4.4,16.176,1.573,1.022,3.613,0.477,9.302,7.012,1.571,1.553,1.551,18.0,5.0,10.0,33.0,1.0,0.0,0.0,5.0,1.0,4.0,12.0,17.0,22.0,3.0,6.0,25.0,23.0,11.0,7.0,19.0,2.0,2.0,0.476,0.202,0.895,0.0,0.0,1.0,30.944,23.0,22.166,2.0,0.229,0.0,0.0,1.802,1.778,1.774
BOS,BOS,2022020277,BOS,CHI,HOME,20221119,Team Level,5on5,0.8061,0.6854,0.7222,3062.0,38.265,3.517,2.879,8.832,1.156,21.337,14.279,3.342,3.543,3.367,35.0,17.0,9.0,61.0,4.0,4.0,0.0,9.0,2.0,16.0,17.0,31.0,48.0,3.0,6.0,17.0,13.0,9.0,10.0,36.0,14.0,2.0,1.164,1.822,0.531,3.0,1.0,0.0,64.67,52.0,54.103,1.0,0.595,0.787,0.787,3.325,3.351,3.262,13.957,0.846,0.905,3.223,0.412,8.522,6.091,0.844,0.826,0.824,15.0,5.0,8.0,28.0,0.0,0.0,0.0,5.0,1.0,4.0,10.0,15.0,20.0,3.0,6.0,19.0,21.0,11.0,5.0,17.0,2.0,1.0,0.432,0.202,0.213,0.0,0.0,0.0,25.944,20.0,19.166,2.0,0.183,0.0,0.0,1.03,1.005,1.002
BOS,BOS,2022020277,BOS,CHI,HOME,20221119,Team Level,4on5,0.194,0.4286,0.6,275.0,2.303,0.168,0.094,0.345,0.057,0.765,1.571,0.168,0.168,0.168,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.045,0.123,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.021,0.0,0.0,0.188,0.188,0.188,1.508,0.698,0.085,0.328,0.049,0.549,0.291,0.698,0.698,0.698,2.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.016,0.0,0.683,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.038,0.0,0.0,0.737,0.737,0.737
BOS,BOS,2022020277,BOS,CHI,HOME,20221119,Team Level,5on4,0.9749,0.9,0.8889,263.0,5.725,1.127,0.685,0.991,0.185,3.117,1.895,1.011,1.127,1.011,5.0,3.0,1.0,9.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.105,0.453,0.569,0.0,2.0,0.0,9.0,8.0,8.0,0.0,0.165,0.22,0.22,1.072,1.072,0.95,0.71,0.029,0.032,0.062,0.016,0.23,0.631,0.029,0.029,0.029,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.036,0.036,0.036
BOS,BOS,2022020291,BOS,TBL,AWAY,20221121,Team Level,other,0.0,0.5,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271,0.255,0.162,0.147,0.055,1.026,0.355,0.255,0.255,0.255,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.075,0.18,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.042,0.0,0.0,0.297,0.297,0.297
BOS,BOS,2022020291,BOS,TBL,AWAY,20221121,Team Level,all,0.5207,0.4433,0.4074,3600.0,24.855,3.377,1.908,4.835,0.754,12.914,9.212,3.347,3.559,3.527,29.0,4.0,10.0,43.0,5.0,2.0,1.0,4.0,2.0,5.0,15.0,24.0,28.0,3.0,6.0,26.0,27.0,12.0,6.0,22.0,8.0,3.0,0.663,1.127,1.587,1.0,1.0,3.0,46.335,33.0,35.646,4.0,0.436,1.03,1.03,2.784,2.981,2.977,34.543,3.109,2.595,7.669,1.101,19.766,13.761,2.987,2.906,2.795,35.0,13.0,6.0,54.0,3.0,4.0,0.0,8.0,0.0,19.0,14.0,32.0,45.0,4.0,8.0,24.0,43.0,18.0,21.0,33.0,12.0,3.0,0.946,1.47,0.692,1.0,1.0,1.0,50.077,48.0,45.115,9.0,0.552,0.73,0.73,2.931,2.752,2.708
BOS,BOS,2022020291,BOS,TBL,AWAY,20221121,Team Level,5on5,0.4348,0.4177,0.3939,2874.0,19.136,1.931,1.336,4.045,0.611,10.163,7.914,1.908,2.113,2.088,22.0,4.0,7.0,33.0,3.0,1.0,0.0,4.0,1.0,3.0,14.0,19.0,23.0,2.0,4.0,18.0,24.0,11.0,5.0,17.0,8.0,1.0,0.587,1.127,0.217,1.0,1.0,1.0,36.335,26.0,28.646,4.0,0.278,0.183,0.183,2.026,2.223,2.219,29.094,2.51,2.137,6.644,0.917,16.327,11.464,2.389,2.308,2.198,32.0,8.0,6.0,46.0,2.0,4.0,0.0,8.0,0.0,18.0,8.0,30.0,38.0,3.0,6.0,20.0,36.0,15.0,19.0,27.0,10.0,3.0,0.648,1.169,0.692,0.0,1.0,1.0,42.077,40.0,37.115,8.0,0.441,0.73,0.73,2.221,2.042,2.0
BOS,BOS,2022020291,BOS,TBL,AWAY,20221121,Team Level,4on5,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.322,0.269,0.74,0.109,2.212,1.349,0.321,0.322,0.321,2.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.201,0.121,0.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.063,0.0,0.0,0.384,0.384,0.383
BOS,BOS,2022020291,BOS,TBL,AWAY,20221121,Team Level,5on4,0.9843,0.8889,0.875,321.0,5.72,1.446,0.572,0.79,0.143,2.751,1.298,1.439,1.446,1.439,7.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.0,0.076,0.0,1.371,0.0,0.0,2.0,8.0,7.0,7.0,0.0,0.158,0.846,0.846,0.758,0.758,0.758,0.728,0.023,0.026,0.138,0.02,0.201,0.592,0.023,0.023,0.023,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.028,0.028,0.028
BOS,BOS,2022020304,BOS,FLA,AWAY,20221123,Team Level,other,0.5348,0.5833,0.5,274.0,2.199,1.107,0.15,0.213,0.078,1.161,0.291,1.107,1.107,1.107,2.0,1.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.015,0.0,1.092,0.0,0.0,2.0,7.0,3.0,3.0,0.0,0.07,0.0,0.0,1.177,1.177,1.177,2.343,0.963,0.231,0.424,0.13,0.885,0.366,0.963,0.963,0.963,2.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.328,0.635,0.0,0.0,1.0,5.0,3.0,3.0,0.0,0.067,0.0,0.0,1.03,1.03,1.03
BOS,BOS,2022020304,BOS,FLA,AWAY,20221123,Team Level,all,0.4781,0.5508,0.5281,3600.0,35.265,4.091,2.528,7.608,1.062,18.623,13.089,3.936,4.088,3.934,39.0,8.0,18.0,65.0,2.0,3.0,0.0,7.0,4.0,14.0,17.0,37.0,45.0,7.0,14.0,37.0,21.0,3.0,6.0,32.0,9.0,6.0,0.778,1.137,2.175,0.0,0.0,2.0,62.968,47.0,45.768,1.0,0.585,0.862,0.862,3.815,3.819,3.798,30.657,4.466,2.269,7.585,1.227,15.67,10.782,4.408,4.462,4.404,31.0,11.0,11.0,53.0,5.0,4.0,0.0,5.0,0.0,9.0,19.0,26.0,37.0,4.0,12.0,26.0,28.0,13.0,10.0,24.0,15.0,3.0,0.761,2.03,1.676,0.0,4.0,1.0,54.49,42.0,42.997,2.0,0.525,1.283,1.283,3.709,3.705,3.683
BOS,BOS,2022020304,BOS,FLA,AWAY,20221123,Team Level,5on5,0.5872,0.5765,0.5672,2517.0,28.346,2.802,1.969,6.499,0.868,15.047,10.815,2.647,2.799,2.646,32.0,6.0,11.0,49.0,0.0,3.0,0.0,7.0,3.0,13.0,12.0,32.0,38.0,5.0,10.0,23.0,20.0,1.0,4.0,26.0,8.0,4.0,0.67,1.049,1.083,0.0,0.0,0.0,46.968,38.0,36.768,1.0,0.412,0.862,0.862,2.353,2.357,2.336,20.278,1.97,1.32,5.476,0.813,11.353,8.067,1.945,1.966,1.941,20.0,9.0,7.0,36.0,1.0,2.0,0.0,3.0,0.0,9.0,14.0,19.0,28.0,2.0,4.0,17.0,23.0,9.0,7.0,22.0,6.0,1.0,0.709,0.746,0.515,0.0,1.0,0.0,37.49,29.0,29.997,2.0,0.275,0.583,0.583,1.662,1.659,1.642
BOS,BOS,2022020304,BOS,FLA,AWAY,20221123,Team Level,4on5,0.0433,0.1667,0.1818,393.0,1.55,0.069,0.064,0.251,0.039,0.472,1.105,0.069,0.069,0.069,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.014,0.0,0.0,0.084,0.084,0.084,7.28,1.523,0.698,1.568,0.261,3.207,1.743,1.49,1.523,1.49,8.0,1.0,1.0,10.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,7.0,1.0,0.041,0.956,0.526,0.0,3.0,0.0,10.0,9.0,9.0,0.0,0.177,0.699,0.699,1.001,1.001,0.996
BOS,BOS,2022020304,BOS,FLA,AWAY,20221123,Team Level,5on4,0.918,0.7778,0.8,416.0,3.17,0.112,0.344,0.645,0.077,1.943,0.879,0.112,0.112,0.112,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,6.0,0.0,1.0,2.0,3.0,1.0,0.0,0.024,0.088,0.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,0.089,0.0,0.0,0.201,0.201,0.201,0.755,0.01,0.019,0.116,0.023,0.225,0.606,0.01,0.01,0.01,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.006,0.0,0.0,0.016,0.016,0.016
BOS,BOS,2022020318,BOS,CAR,HOME,20221125,Team Level,other,0.8179,0.7273,0.7,139.0,5.542,1.19,0.497,1.219,0.225,2.479,1.391,1.065,1.19,1.065,6.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.156,0.314,0.72,1.0,0.0,0.0,8.0,7.0,7.0,1.0,0.161,0.438,0.438,0.914,0.914,0.902,2.222,0.265,0.146,0.428,0.069,1.028,1.065,0.262,0.265,0.262,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.114,0.151,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.04,0.0,0.0,0.305,0.305,0.301
BOS,BOS,2022020318,BOS,CAR,HOME,20221125,Team Level,all,0.5808,0.5752,0.5313,3799.0,37.699,4.667,2.989,8.489,1.255,20.211,13.388,4.456,4.482,4.274,41.0,10.0,14.0,65.0,3.0,3.0,0.0,14.0,0.0,17.0,14.0,38.0,48.0,5.0,12.0,40.0,25.0,7.0,13.0,34.0,11.0,6.0,1.296,1.487,1.884,2.0,1.0,0.0,61.555,51.0,48.435,3.0,0.71,1.166,1.166,4.212,4.019,3.951,33.6,3.369,2.208,8.125,1.007,17.639,12.651,3.127,3.471,3.215,36.0,9.0,3.0,48.0,2.0,7.0,2.0,12.0,3.0,14.0,7.0,34.0,43.0,5.0,10.0,30.0,27.0,11.0,8.0,38.0,3.0,4.0,0.591,0.411,2.367,0.0,0.0,2.0,50.64,45.0,47.284,3.0,0.523,2.478,2.478,1.414,1.474,1.443
BOS,BOS,2022020318,BOS,CAR,HOME,20221125,Team Level,5on5,0.6781,0.6438,0.5932,2708.0,25.12,2.368,1.915,5.945,0.826,14.333,9.613,2.325,2.183,2.144,28.0,7.0,12.0,47.0,2.0,1.0,0.0,10.0,0.0,12.0,10.0,26.0,33.0,5.0,12.0,30.0,23.0,3.0,9.0,26.0,6.0,3.0,0.922,0.737,0.709,1.0,1.0,0.0,43.555,35.0,32.435,1.0,0.4,0.273,0.273,2.494,2.302,2.264,17.977,1.124,0.959,4.684,0.564,8.902,7.767,0.975,1.226,1.063,20.0,4.0,2.0,26.0,0.0,3.0,0.0,9.0,3.0,6.0,3.0,20.0,24.0,2.0,4.0,17.0,25.0,9.0,7.0,20.0,2.0,2.0,0.3,0.26,0.565,0.0,0.0,0.0,28.64,24.0,26.284,3.0,0.198,0.618,0.618,0.704,0.764,0.741
BOS,BOS,2022020318,BOS,CAR,HOME,20221125,Team Level,4on5,0.0115,0.05,0.0526,540.0,0.71,0.023,0.022,0.106,0.021,0.22,0.608,0.023,0.023,0.023,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,1.0,1.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.005,0.0,0.0,0.029,0.029,0.029,13.4,1.98,1.104,3.013,0.374,7.709,3.82,1.89,1.98,1.89,13.0,5.0,1.0,19.0,2.0,4.0,2.0,3.0,0.0,7.0,2.0,11.0,16.0,1.0,2.0,4.0,0.0,0.0,1.0,16.0,0.0,2.0,0.178,0.0,1.802,0.0,0.0,2.0,19.0,18.0,18.0,0.0,0.285,1.86,1.86,0.405,0.405,0.4
BOS,BOS,2022020318,BOS,CAR,HOME,20221125,Team Level,5on4,1.0,1.0,1.0,412.0,6.326,1.086,0.556,1.22,0.183,3.18,1.776,1.043,1.086,1.043,6.0,2.0,1.0,9.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,1.0,0.195,0.436,0.455,0.0,0.0,0.0,9.0,8.0,8.0,0.0,0.144,0.455,0.455,0.775,0.775,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,BOS,2022020355,BOS,TBL,HOME,20221129,Team Level,other,0.8983,0.6667,0.6667,74.0,1.203,1.29,0.034,0.03,0.032,0.261,0.354,1.29,1.29,1.29,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.29,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.009,0.0,0.0,1.299,1.299,1.299,0.649,0.146,0.048,0.083,0.031,0.523,0.169,0.146,0.146,0.146,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.017,0.0,0.0,0.163,0.163,0.163
BOS,BOS,2022020355,BOS,TBL,HOME,20221129,Team Level,all,0.6705,0.4747,0.4928,3600.0,25.161,3.665,1.552,5.511,0.741,12.6,9.93,3.619,3.662,3.615,26.0,8.0,13.0,47.0,3.0,1.0,0.0,7.0,0.0,8.0,15.0,23.0,31.0,2.0,4.0,23.0,26.0,10.0,9.0,24.0,5.0,5.0,0.72,0.718,2.227,0.0,2.0,1.0,48.04,34.0,35.155,4.0,0.325,0.331,0.331,3.659,3.656,3.611,24.688,1.801,1.422,5.754,0.863,13.807,11.352,1.795,1.812,1.805,28.0,7.0,17.0,52.0,1.0,1.0,0.0,7.0,0.0,11.0,15.0,27.0,34.0,1.0,2.0,27.0,15.0,6.0,12.0,28.0,6.0,1.0,0.583,0.627,0.591,0.0,0.0,1.0,51.103,35.0,34.199,3.0,0.329,0.024,0.024,2.106,2.118,2.111
BOS,BOS,2022020355,BOS,TBL,HOME,20221129,Team Level,5on5,0.6888,0.4706,0.5172,3249.0,22.363,2.092,1.391,5.275,0.665,11.654,8.924,2.045,2.088,2.042,23.0,7.0,10.0,40.0,1.0,1.0,0.0,7.0,0.0,8.0,13.0,22.0,29.0,2.0,4.0,20.0,26.0,10.0,8.0,24.0,3.0,3.0,0.72,0.434,0.938,0.0,1.0,0.0,41.04,30.0,31.155,4.0,0.286,0.331,0.331,2.047,2.043,1.999,19.976,0.945,1.066,4.98,0.701,10.744,9.565,0.939,0.955,0.949,22.0,6.0,17.0,45.0,0.0,1.0,0.0,6.0,0.0,8.0,13.0,22.0,28.0,1.0,2.0,23.0,13.0,5.0,11.0,24.0,4.0,0.0,0.547,0.398,0.0,0.0,0.0,0.0,44.103,28.0,27.199,3.0,0.217,0.024,0.024,1.138,1.15,1.144
BOS,BOS,2022020355,BOS,TBL,HOME,20221129,Team Level,4on5,0.1857,0.1667,0.1667,175.0,0.82,0.143,0.071,0.085,0.022,0.239,0.44,0.143,0.143,0.143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.015,0.0,0.0,0.158,0.158,0.158,3.312,0.627,0.271,0.571,0.11,2.317,1.103,0.627,0.627,0.627,5.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,0.037,0.0,0.591,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.086,0.0,0.0,0.714,0.714,0.713
BOS,BOS,2022020355,BOS,TBL,HOME,20221129,Team Level,5on4,0.6295,0.8,0.5,102.0,0.775,0.141,0.056,0.121,0.022,0.447,0.212,0.141,0.141,0.141,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.141,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.014,0.0,0.0,0.155,0.155,0.155,0.75,0.083,0.036,0.12,0.022,0.223,0.515,0.083,0.083,0.083,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.008,0.0,0.0,0.091,0.091,0.091
